Host,phylumH,classH,orderH,familyH,genusH,YearH,Parasite,phylumP,classP,orderP,familyP,genusP,YearP
Leucoraja ocellata,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,1815,Echeneibothrium vernetae,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,1956
Leucoraja ocellata,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,1815,Pseudanthobothrium purtoni,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Pseudanthobothrium,2008
Raja clavata,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,1758,Echeneibothrium beauchampi,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,1959
Amblyraja radiata,Chordata,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,1808,Pseudanthobothrium hanseni,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Pseudanthobothrium,1956
Neotrygon australiae,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,2016,Anthocephalum healyae,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2015
Urogymnus polylepis,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1852,Rhinebothrium megacanthophallus,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,2006
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1883,Anthocephalum blairi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1883,Anthocephalum blairi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1883,Anthocephalum gravisi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1883,Anthocephalum gravisi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1883,Anthocephalum haroldsoni,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
